Entry	Entry name	Protein description	Gene name	Organism
Q9BRI3	ZNT2_HUMAN	ZNT2_HUMAN Zinc transporter 2	SLC30A2	Homo sapiens
Q9BRJ2	RM45_HUMAN	RM45_HUMAN 39S ribosomal protein L45, mitochondrial	MRPL45	Homo sapiens
Q9BRJ6	CG050_HUMAN	CG050_HUMAN Uncharacterized protein C7orf50	C7orf50	Homo sapiens
Q9BRJ7	TIRR_HUMAN	TIRR_HUMAN Tudor-interacting repair regulator protein	NUDT16L1	Homo sapiens
Q9BRJ9	MESP1_HUMAN	MESP1_HUMAN Mesoderm posterior protein 1	MESP1	Homo sapiens
Q9BRK0	REEP2_HUMAN	REEP2_HUMAN Receptor expression-enhancing protein 2	REEP2	Homo sapiens
Q9BRK3	MXRA8_HUMAN	MXRA8_HUMAN Matrix remodeling-associated protein 8	MXRA8	Homo sapiens
Q9BRK4	LZTS2_HUMAN	LZTS2_HUMAN Leucine zipper putative tumor suppressor 2	LZTS2	Homo sapiens
Q9BRK5	CAB45_HUMAN	CAB45_HUMAN 45 kDa calcium-binding protein	SDF4	Homo sapiens
Q9BRL6	SRSF8_HUMAN	SRSF8_HUMAN Serine/arginine-rich splicing factor 8	SRSF8	Homo sapiens
Q9BRL7	SC22C_HUMAN	SC22C_HUMAN Vesicle-trafficking protein SEC22c	SEC22C	Homo sapiens
Q9BRN9	TM2D3_HUMAN	TM2D3_HUMAN TM2 domain-containing protein 3	TM2D3	Homo sapiens
Q9BRP0	OVOL2_HUMAN	OVOL2_HUMAN Transcription factor Ovo-like 2	OVOL2	Homo sapiens
Q9BRP1	PDD2L_HUMAN	PDD2L_HUMAN Programmed cell death protein 2-like	PDCD2L	Homo sapiens
Q9BRP4	PAAF1_HUMAN	PAAF1_HUMAN Proteasomal ATPase-associated factor 1	PAAF1	Homo sapiens
Q9BRP7	FDXA1_HUMAN	FDXA1_HUMAN Ferredoxin-fold anticodon-binding domain-containing protein 1	FDXACB1	Homo sapiens
Q9BRP8	PYM1_HUMAN	PYM1_HUMAN Partner of Y14 and mago	PYM1	Homo sapiens
Q9BRP9	YK016_HUMAN	YK016_HUMAN Putative uncharacterized protein MGC13053	PE=5	Homo sapiens
Q9BRQ0	PYGO2_HUMAN	PYGO2_HUMAN Pygopus homolog 2	PYGO2	Homo sapiens
Q9BRQ3	NUD22_HUMAN	NUD22_HUMAN Uridine diphosphate glucose pyrophosphatase NUDT22	NUDT22	Homo sapiens
Q9BRQ4	CF300_HUMAN	CF300_HUMAN Cilia- and flagella-associated protein 300	CFAP300	Homo sapiens
Q9BRQ5	ORAI3_HUMAN	ORAI3_HUMAN Protein orai-3	ORAI3	Homo sapiens
Q9BRQ6	MIC25_HUMAN	MIC25_HUMAN MICOS complex subunit MIC25	CHCHD6	Homo sapiens
Q9BRQ8	FSP1_HUMAN	FSP1_HUMAN Ferroptosis suppressor protein 1	AIFM2	Homo sapiens
Q9BRR0	ZKSC3_HUMAN	ZKSC3_HUMAN Zinc finger protein with KRAB and SCAN domains 3	ZKSCAN3	Homo sapiens
Q9BRR3	PGAP4_HUMAN	PGAP4_HUMAN Post-GPI attachment to proteins factor 4	PGAP4	Homo sapiens
Q9BRR6	ADPGK_HUMAN	ADPGK_HUMAN ADP-dependent glucokinase	ADPGK	Homo sapiens
Q9BRR8	GPTC1_HUMAN	GPTC1_HUMAN G patch domain-containing protein 1	GPATCH1	Homo sapiens
Q9BRR9	RHG09_HUMAN	RHG09_HUMAN Rho GTPase-activating protein 9	ARHGAP9	Homo sapiens
Q9BRS2	RIOK1_HUMAN	RIOK1_HUMAN Serine/threonine-protein kinase RIO1	RIOK1	Homo sapiens
Q9BRS8	LARP6_HUMAN	LARP6_HUMAN La-related protein 6	LARP6	Homo sapiens
Q9BRT2	UQCC2_HUMAN	UQCC2_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 2	UQCC2	Homo sapiens
Q9BRT3	MIEN1_HUMAN	MIEN1_HUMAN Migration and invasion enhancer 1	MIEN1	Homo sapiens
Q9BRT6	LLPH_HUMAN	LLPH_HUMAN Protein LLP homolog	LLPH	Homo sapiens
Q9BRT8	CBWD1_HUMAN	CBWD1_HUMAN COBW domain-containing protein 1	CBWD1	Homo sapiens
Q9BRT9	SLD5_HUMAN	SLD5_HUMAN DNA replication complex GINS protein SLD5	GINS4	Homo sapiens
Q9BRU2	TCAL7_HUMAN	TCAL7_HUMAN Transcription elongation factor A protein-like 7	TCEAL7	Homo sapiens
Q9BRU9	UTP23_HUMAN	UTP23_HUMAN rRNA-processing protein UTP23 homolog	UTP23	Homo sapiens
Q9BRV3	SWET1_HUMAN	SWET1_HUMAN Sugar transporter SWEET1	SLC50A1	Homo sapiens
Q9BRV8	SIKE1_HUMAN	SIKE1_HUMAN Suppressor of IKBKE 1	SIKE1	Homo sapiens
Q9BRX2	PELO_HUMAN	PELO_HUMAN Protein pelota homolog	PELO	Homo sapiens
Q9BRX5	PSF3_HUMAN	PSF3_HUMAN DNA replication complex GINS protein PSF3	GINS3	Homo sapiens
Q9BRX8	PXL2A_HUMAN	PXL2A_HUMAN Peroxiredoxin-like 2A	PRXL2A	Homo sapiens
Q9BRX9	WDR83_HUMAN	WDR83_HUMAN WD repeat domain-containing protein 83	WDR83	Homo sapiens
Q9BRY0	S39A3_HUMAN	S39A3_HUMAN Zinc transporter ZIP3	SLC39A3	Homo sapiens
Q9BRZ2	TRI56_HUMAN	TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56	TRIM56	Homo sapiens
Q9BS16	CENPK_HUMAN	CENPK_HUMAN Centromere protein K	CENPK	Homo sapiens
Q9BS18	APC13_HUMAN	APC13_HUMAN Anaphase-promoting complex subunit 13	ANAPC13	Homo sapiens
Q9BS26	ERP44_HUMAN	ERP44_HUMAN Endoplasmic reticulum resident protein 44	ERP44	Homo sapiens
Q9BS31	ZN649_HUMAN	ZN649_HUMAN Zinc finger protein 649	ZNF649	Homo sapiens
Q9BS34	ZN670_HUMAN	ZN670_HUMAN Zinc finger protein 670	ZNF670	Homo sapiens
Q9BS40	LXN_HUMAN	LXN_HUMAN Latexin	LXN	Homo sapiens
Q9BS86	ZPBP1_HUMAN	ZPBP1_HUMAN Zona pellucida-binding protein 1	ZPBP	Homo sapiens
Q9BS91	S35A5_HUMAN	S35A5_HUMAN Probable UDP-sugar transporter protein SLC35A5	SLC35A5	Homo sapiens
Q9BS92	NPS3B_HUMAN	NPS3B_HUMAN Protein NipSnap homolog 3B	NIPSNAP3B	Homo sapiens
Q9BSA4	TTYH2_HUMAN	TTYH2_HUMAN Protein tweety homolog 2	TTYH2	Homo sapiens
Q9BSA9	TM175_HUMAN	TM175_HUMAN Endosomal/lysosomal potassium channel TMEM175	TMEM175	Homo sapiens
Q9BSB4	ATGA1_HUMAN	ATGA1_HUMAN Autophagy-related protein 101	ATG101	Homo sapiens
Q9BSC4	NOL10_HUMAN	NOL10_HUMAN Nucleolar protein 10	NOL10	Homo sapiens
Q9BSD3	RHNO1_HUMAN	RHNO1_HUMAN RAD9, HUS1, RAD1-interacting nuclear orphan protein 1	RHNO1	Homo sapiens
Q9BSD7	NTPCR_HUMAN	NTPCR_HUMAN Cancer-related nucleoside-triphosphatase	NTPCR	Homo sapiens
Q9BSE2	TMM79_HUMAN	TMM79_HUMAN Transmembrane protein 79	TMEM79	Homo sapiens
Q9BSE4	HERP2_HUMAN	HERP2_HUMAN Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	HERPUD2	Homo sapiens
Q9BSE5	SPEB_HUMAN	SPEB_HUMAN Agmatinase, mitochondrial	AGMAT	Homo sapiens
Q9BSF0	SMAKA_HUMAN	SMAKA_HUMAN Small membrane A-kinase anchor protein	C2orf88	Homo sapiens
Q9BSF4	TIM29_HUMAN	TIM29_HUMAN Mitochondrial import inner membrane translocase subunit Tim29	TIMM29	Homo sapiens
Q9BSF8	BTBDA_HUMAN	BTBDA_HUMAN BTB/POZ domain-containing protein 10	BTBD10	Homo sapiens
Q9BSG0	PADC1_HUMAN	PADC1_HUMAN Protease-associated domain-containing protein 1	PRADC1	Homo sapiens
Q9BSG1	ZNF2_HUMAN	ZNF2_HUMAN Zinc finger protein 2	ZNF2	Homo sapiens
Q9BSG5	RTBDN_HUMAN	RTBDN_HUMAN Retbindin	RTBDN	Homo sapiens
Q9BSH3	NICN1_HUMAN	NICN1_HUMAN Nicolin-1	NICN1	Homo sapiens
Q9BSH4	TACO1_HUMAN	TACO1_HUMAN Translational activator of cytochrome c oxidase 1	TACO1	Homo sapiens
Q9BSH5	HDHD3_HUMAN	HDHD3_HUMAN Haloacid dehalogenase-like hydrolase domain-containing protein 3	HDHD3	Homo sapiens
Q9BSI4	TINF2_HUMAN	TINF2_HUMAN TERF1-interacting nuclear factor 2	TINF2	Homo sapiens
Q9BSJ1	TRI51_HUMAN	TRI51_HUMAN Tripartite motif-containing protein 51	TRIM51	Homo sapiens
Q9BSJ2	GCP2_HUMAN	GCP2_HUMAN Gamma-tubulin complex component 2	TUBGCP2	Homo sapiens
Q9BSJ5	CQ080_HUMAN	CQ080_HUMAN Uncharacterized protein C17orf80	C17orf80	Homo sapiens
Q9BSJ6	PIMRE_HUMAN	PIMRE_HUMAN Protein PIMREG	PIMREG	Homo sapiens
Q9BSJ8	ESYT1_HUMAN	ESYT1_HUMAN Extended synaptotagmin-1	ESYT1	Homo sapiens
Q9BSK0	MALD1_HUMAN	MALD1_HUMAN MARVEL domain-containing protein 1	MARVELD1	Homo sapiens
Q9BSK1	ZN577_HUMAN	ZN577_HUMAN Zinc finger protein 577	ZNF577	Homo sapiens
Q9BSK2	S2533_HUMAN	S2533_HUMAN Solute carrier family 25 member 33	SLC25A33	Homo sapiens
Q9BSK4	FEM1A_HUMAN	FEM1A_HUMAN Protein fem-1 homolog A	FEM1A	Homo sapiens
Q9BSL1	UBAC1_HUMAN	UBAC1_HUMAN Ubiquitin-associated domain-containing protein 1	UBAC1	Homo sapiens
Q9BSM1	PCGF1_HUMAN	PCGF1_HUMAN Polycomb group RING finger protein 1	PCGF1	Homo sapiens
Q9BSN7	TM204_HUMAN	TM204_HUMAN Transmembrane protein 204	TMEM204	Homo sapiens
Q9BSQ5	CCM2_HUMAN	CCM2_HUMAN Cerebral cavernous malformations 2 protein	CCM2	Homo sapiens
Q9BSR8	YIPF4_HUMAN	YIPF4_HUMAN Protein YIPF4	YIPF4	Homo sapiens
Q9BST9	RTKN_HUMAN	RTKN_HUMAN Rhotekin	RTKN	Homo sapiens
Q9BSU1	PHAF1_HUMAN	PHAF1_HUMAN Phagosome assembly factor 1	PHAF1	Homo sapiens
Q9BSU3	NAA11_HUMAN	NAA11_HUMAN N-alpha-acetyltransferase 11	NAA11	Homo sapiens
Q9BSV6	SEN34_HUMAN	SEN34_HUMAN tRNA-splicing endonuclease subunit Sen34	TSEN34	Homo sapiens
Q9BSW2	EFC4B_HUMAN	EFC4B_HUMAN EF-hand calcium-binding domain-containing protein 4B	CRACR2A	Homo sapiens
Q9BSW7	SYT17_HUMAN	SYT17_HUMAN Synaptotagmin-17	SYT17	Homo sapiens
Q9BSY4	CHCH5_HUMAN	CHCH5_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	CHCHD5	Homo sapiens
Q9BSY9	DESI2_HUMAN	DESI2_HUMAN Deubiquitinase DESI2	DESI2	Homo sapiens
Q9BT04	FUZZY_HUMAN	FUZZY_HUMAN Protein fuzzy homolog	FUZ	Homo sapiens
Q9BT09	CNPY3_HUMAN	CNPY3_HUMAN Protein canopy homolog 3	CNPY3	Homo sapiens
Q9BT17	MTG1_HUMAN	MTG1_HUMAN Mitochondrial ribosome-associated GTPase 1	MTG1	Homo sapiens
Q9BT22	ALG1_HUMAN	ALG1_HUMAN Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	Homo sapiens
Q9BT23	LIMD2_HUMAN	LIMD2_HUMAN LIM domain-containing protein 2	LIMD2	Homo sapiens
Q9BT25	HAUS8_HUMAN	HAUS8_HUMAN HAUS augmin-like complex subunit 8	HAUS8	Homo sapiens
Q9BT30	ALKB7_HUMAN	ALKB7_HUMAN Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	ALKBH7	Homo sapiens
Q9BT40	INP5K_HUMAN	INP5K_HUMAN Inositol polyphosphate 5-phosphatase K	INPP5K	Homo sapiens
Q9BT43	RPC7L_HUMAN	RPC7L_HUMAN DNA-directed RNA polymerase III subunit RPC7-like	POLR3GL	Homo sapiens
Q9BT49	THAP7_HUMAN	THAP7_HUMAN THAP domain-containing protein 7	THAP7	Homo sapiens
Q9BT56	SPXN_HUMAN	SPXN_HUMAN Spexin	SPX	Homo sapiens
Q9BT67	NFIP1_HUMAN	NFIP1_HUMAN NEDD4 family-interacting protein 1	NDFIP1	Homo sapiens
Q9BT73	PSMG3_HUMAN	PSMG3_HUMAN Proteasome assembly chaperone 3	PSMG3	Homo sapiens
Q9BT76	UPK3B_HUMAN	UPK3B_HUMAN Uroplakin-3b	UPK3B	Homo sapiens
Q9BT78	CSN4_HUMAN	CSN4_HUMAN COP9 signalosome complex subunit 4	COPS4	Homo sapiens
Q9BT81	SOX7_HUMAN	SOX7_HUMAN Transcription factor SOX-7	SOX7	Homo sapiens
Q9BT88	SYT11_HUMAN	SYT11_HUMAN Synaptotagmin-11	SYT11	Homo sapiens
Q9BT92	TCHP_HUMAN	TCHP_HUMAN Trichoplein keratin filament-binding protein	TCHP	Homo sapiens
Q9BTA0	F167B_HUMAN	F167B_HUMAN Protein FAM167B	FAM167B	Homo sapiens
Q9BTA9	WAC_HUMAN	WAC_HUMAN WW domain-containing adapter protein with coiled-coil	WAC	Homo sapiens
Q9BTC0	DIDO1_HUMAN	DIDO1_HUMAN Death-inducer obliterator 1	DIDO1	Homo sapiens
Q9BTC8	MTA3_HUMAN	MTA3_HUMAN Metastasis-associated protein MTA3	MTA3	Homo sapiens
Q9BTD1	SHAS3_HUMAN	SHAS3_HUMAN Putative uncharacterized protein SHANK2-AS3	SHANK2-AS3	Homo sapiens
Q9BTD3	TM121_HUMAN	TM121_HUMAN Transmembrane protein 121	TMEM121	Homo sapiens
Q9BTD8	RBM42_HUMAN	RBM42_HUMAN RNA-binding protein 42	RBM42	Homo sapiens
Q9BTE0	NAT9_HUMAN	NAT9_HUMAN N-acetyltransferase 9	NAT9	Homo sapiens
Q9BTE1	DCTN5_HUMAN	DCTN5_HUMAN Dynactin subunit 5	DCTN5	Homo sapiens
Q9BTE3	MCMBP_HUMAN	MCMBP_HUMAN Mini-chromosome maintenance complex-binding protein	MCMBP	Homo sapiens
Q9BTE6	AASD1_HUMAN	AASD1_HUMAN Alanyl-tRNA editing protein Aarsd1	AARSD1	Homo sapiens
Q9BTE7	DCNL5_HUMAN	DCNL5_HUMAN DCN1-like protein 5	DCUN1D5	Homo sapiens
Q9BTF0	THUM2_HUMAN	THUM2_HUMAN THUMP domain-containing protein 2	THUMPD2	Homo sapiens
Q9BTK2	YX002_HUMAN	YX002_HUMAN Putative uncharacterized protein LOC642776	PE=5	Homo sapiens
Q9BTK6	PAGR1_HUMAN	PAGR1_HUMAN PAXIP1-associated glutamate-rich protein 1	PAGR1	Homo sapiens
Q9BTL3	RAMAC_HUMAN	RAMAC_HUMAN RNA guanine-N7 methyltransferase activating subunit	RAMAC	Homo sapiens
Q9BTL4	IER2_HUMAN	IER2_HUMAN Immediate early response gene 2 protein	IER2	Homo sapiens
Q9BTM1	H2AJ_HUMAN	H2AJ_HUMAN Histone H2A.J	H2AJ	Homo sapiens
Q9BTM9	URM1_HUMAN	URM1_HUMAN Ubiquitin-related modifier 1	URM1	Homo sapiens
Q9BTN0	LRFN3_HUMAN	LRFN3_HUMAN Leucine-rich repeat and fibronectin type-III domain-containing protein 3	LRFN3	Homo sapiens
Q9BTP6	ZBED2_HUMAN	ZBED2_HUMAN Zinc finger BED domain-containing protein 2	ZBED2	Homo sapiens
Q9BTP7	FAP24_HUMAN	FAP24_HUMAN Fanconi anemia core complex-associated protein 24	FAAP24	Homo sapiens
Q9BTT0	AN32E_HUMAN	AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E	ANP32E	Homo sapiens
Q9BTT4	MED10_HUMAN	MED10_HUMAN Mediator of RNA polymerase II transcription subunit 10	MED10	Homo sapiens
Q9BTT6	LRRC1_HUMAN	LRRC1_HUMAN Leucine-rich repeat-containing protein 1	LRRC1	Homo sapiens
Q9BTU6	P4K2A_HUMAN	P4K2A_HUMAN Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A	Homo sapiens
Q9BTV4	TMM43_HUMAN	TMM43_HUMAN Transmembrane protein 43	TMEM43	Homo sapiens
Q9BTV5	FSD1_HUMAN	FSD1_HUMAN Fibronectin type III and SPRY domain-containing protein 1	FSD1	Homo sapiens
Q9BTV6	DPH7_HUMAN	DPH7_HUMAN Diphthine methyltransferase	DPH7	Homo sapiens
Q9BTV7	CABL2_HUMAN	CABL2_HUMAN CDK5 and ABL1 enzyme substrate 2	CABLES2	Homo sapiens
Q9BTW9	TBCD_HUMAN	TBCD_HUMAN Tubulin-specific chaperone D	TBCD	Homo sapiens
Q9BTX1	NDC1_HUMAN	NDC1_HUMAN Nucleoporin NDC1	NDC1	Homo sapiens
Q9BTX3	TM208_HUMAN	TM208_HUMAN Transmembrane protein 208	TMEM208	Homo sapiens
Q9BTX7	TTPAL_HUMAN	TTPAL_HUMAN Alpha-tocopherol transfer protein-like	TTPAL	Homo sapiens
Q9BTY2	FUCO2_HUMAN	FUCO2_HUMAN Plasma alpha-L-fucosidase	FUCA2	Homo sapiens
Q9BTY7	HGH1_HUMAN	HGH1_HUMAN Protein HGH1 homolog	HGH1	Homo sapiens
Q9BTZ2	DHRS4_HUMAN	DHRS4_HUMAN Dehydrogenase/reductase SDR family member 4	DHRS4	Homo sapiens
Q9BU02	THTPA_HUMAN	THTPA_HUMAN Thiamine-triphosphatase	THTPA	Homo sapiens
Q9BU19	ZN692_HUMAN	ZN692_HUMAN Zinc finger protein 692	ZNF692	Homo sapiens
Q9BU20	CPLN2_HUMAN	CPLN2_HUMAN Ciliogenesis and planar polarity effector 2	CPLANE2	Homo sapiens
Q9BU23	LMF2_HUMAN	LMF2_HUMAN Lipase maturation factor 2	LMF2	Homo sapiens
Q9BU40	CRDL1_HUMAN	CRDL1_HUMAN Chordin-like protein 1	CHRDL1	Homo sapiens
Q9BU61	NDUF3_HUMAN	NDUF3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUFAF3	Homo sapiens
Q9BU64	CENPO_HUMAN	CENPO_HUMAN Centromere protein O	CENPO	Homo sapiens
Q9BU68	PR15L_HUMAN	PR15L_HUMAN Proline-rich protein 15-like protein	PRR15L	Homo sapiens
Q9BU70	TRMO_HUMAN	TRMO_HUMAN tRNA (adenine(37)-N6)-methyltransferase	TRMO	Homo sapiens
Q9BU76	MMTA2_HUMAN	MMTA2_HUMAN Multiple myeloma tumor-associated protein 2	MMTAG2	Homo sapiens
Q9BU79	TM243_HUMAN	TM243_HUMAN Transmembrane protein 243	TMEM243	Homo sapiens
Q9BU89	DOHH_HUMAN	DOHH_HUMAN Deoxyhypusine hydroxylase	DOHH	Homo sapiens
Q9BUA3	SPNDC_HUMAN	SPNDC_HUMAN Spindlin interactor and repressor of chromatin-binding protein	SPINDOC	Homo sapiens
Q9BUA6	MYL10_HUMAN	MYL10_HUMAN Myosin regulatory light chain 10	MYL10	Homo sapiens
Q9BUB4	ADAT1_HUMAN	ADAT1_HUMAN tRNA-specific adenosine deaminase 1	ADAT1	Homo sapiens
Q9BUB5	MKNK1_HUMAN	MKNK1_HUMAN MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	Homo sapiens
Q9BUB7	TMM70_HUMAN	TMM70_HUMAN Transmembrane protein 70, mitochondrial	TMEM70	Homo sapiens
Q9BUD6	SPON2_HUMAN	SPON2_HUMAN Spondin-2	SPON2	Homo sapiens
Q9BUE0	MED18_HUMAN	MED18_HUMAN Mediator of RNA polymerase II transcription subunit 18	MED18	Homo sapiens
Q9BUE6	ISCA1_HUMAN	ISCA1_HUMAN Iron-sulfur cluster assembly 1 homolog, mitochondrial	ISCA1	Homo sapiens
Q9BUF5	TBB6_HUMAN	TBB6_HUMAN Tubulin beta-6 chain	TUBB6	Homo sapiens
Q9BUF7	CRUM3_HUMAN	CRUM3_HUMAN Protein crumbs homolog 3	CRB3	Homo sapiens
Q9BUG6	ZSA5A_HUMAN	ZSA5A_HUMAN Zinc finger and SCAN domain-containing protein 5A	ZSCAN5A	Homo sapiens
Q9BUH6	PAXX_HUMAN	PAXX_HUMAN Protein PAXX	PAXX	Homo sapiens
Q9BUH8	BEGIN_HUMAN	BEGIN_HUMAN Brain-enriched guanylate kinase-associated protein	BEGAIN	Homo sapiens
Q9BUI4	RPC3_HUMAN	RPC3_HUMAN DNA-directed RNA polymerase III subunit RPC3	POLR3C	Homo sapiens
Q9BUJ0	ABHEA_HUMAN	ABHEA_HUMAN Protein ABHD14A	ABHD14A	Homo sapiens
Q9BUJ2	HNRL1_HUMAN	HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	Homo sapiens
Q9BUK0	CHCH7_HUMAN	CHCH7_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCHD7	Homo sapiens
Q9BUK6	MSTO1_HUMAN	MSTO1_HUMAN Protein misato homolog 1	MSTO1	Homo sapiens
Q9BUL5	PHF23_HUMAN	PHF23_HUMAN PHD finger protein 23	PHF23	Homo sapiens
Q9BUL8	PDC10_HUMAN	PDC10_HUMAN Programmed cell death protein 10	PDCD10	Homo sapiens
Q9BUL9	RPP25_HUMAN	RPP25_HUMAN Ribonuclease P protein subunit p25	RPP25	Homo sapiens
Q9BUM1	G6PC3_HUMAN	G6PC3_HUMAN Glucose-6-phosphatase 3	G6PC3	Homo sapiens
Q9BUN1	MENT_HUMAN	MENT_HUMAN Protein MENT	MENT	Homo sapiens
Q9BUN5	CC28B_HUMAN	CC28B_HUMAN Coiled-coil domain-containing protein 28B	CCDC28B	Homo sapiens
Q9BUN8	DERL1_HUMAN	DERL1_HUMAN Derlin-1	DERL1	Homo sapiens
Q9BUP0	EFHD1_HUMAN	EFHD1_HUMAN EF-hand domain-containing protein D1	EFHD1	Homo sapiens
Q9BUP3	HTAI2_HUMAN	HTAI2_HUMAN Oxidoreductase HTATIP2	HTATIP2	Homo sapiens
Q9BUQ8	DDX23_HUMAN	DDX23_HUMAN Probable ATP-dependent RNA helicase DDX23	DDX23	Homo sapiens
Q9BUR4	TCAB1_HUMAN	TCAB1_HUMAN Telomerase Cajal body protein 1	WRAP53	Homo sapiens
Q9BUR5	MIC26_HUMAN	MIC26_HUMAN MICOS complex subunit MIC26	APOO	Homo sapiens
Q9BUT1	BDH2_HUMAN	BDH2_HUMAN 3-hydroxybutyrate dehydrogenase type 2	BDH2	Homo sapiens
Q9BUT9	MCRI2_HUMAN	MCRI2_HUMAN MAPK regulated corepressor interacting protein 2	MCRIP2	Homo sapiens
Q9BUU2	MET22_HUMAN	MET22_HUMAN Methyltransferase-like protein 22	METTL22	Homo sapiens
Q9BUV0	RSRP1_HUMAN	RSRP1_HUMAN Arginine/serine-rich protein 1	RSRP1	Homo sapiens
Q9BUV8	RCAF1_HUMAN	RCAF1_HUMAN Respirasome Complex Assembly Factor 1	RAB5IF	Homo sapiens
Q9BUW7	BBLN_HUMAN	BBLN_HUMAN Bublin coiled-coil protein	BBLN	Homo sapiens
Q9BUX1	CHAC1_HUMAN	CHAC1_HUMAN Glutathione-specific gamma-glutamylcyclotransferase 1	CHAC1	Homo sapiens
Q9BUY5	ZN426_HUMAN	ZN426_HUMAN Zinc finger protein 426	ZNF426	Homo sapiens
Q9BUY7	EFC11_HUMAN	EFC11_HUMAN EF-hand calcium-binding domain-containing protein 11	EFCAB11	Homo sapiens
Q9BUZ4	TRAF4_HUMAN	TRAF4_HUMAN TNF receptor-associated factor 4	TRAF4	Homo sapiens
Q9BV10	ALG12_HUMAN	ALG12_HUMAN Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	ALG12	Homo sapiens
Q9BV19	CA050_HUMAN	CA050_HUMAN Uncharacterized protein C1orf50	C1orf50	Homo sapiens
Q9BV20	MTNA_HUMAN	MTNA_HUMAN Methylthioribose-1-phosphate isomerase	MRI1	Homo sapiens
Q9BV23	ABHD6_HUMAN	ABHD6_HUMAN Monoacylglycerol lipase ABHD6	ABHD6	Homo sapiens
Q9BV29	CCD32_HUMAN	CCD32_HUMAN Coiled-coil domain-containing protein 32	CCDC32	Homo sapiens
Q9BV35	SCMC3_HUMAN	SCMC3_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-3	SLC25A23	Homo sapiens
Q9BV36	MELPH_HUMAN	MELPH_HUMAN Melanophilin	MLPH	Homo sapiens
Q9BV38	WDR18_HUMAN	WDR18_HUMAN WD repeat-containing protein 18	WDR18	Homo sapiens
Q9BV40	VAMP8_HUMAN	VAMP8_HUMAN Vesicle-associated membrane protein 8	VAMP8	Homo sapiens
Q9BV44	THUM3_HUMAN	THUM3_HUMAN THUMP domain-containing protein 3	THUMPD3	Homo sapiens
Q9BV47	DUS26_HUMAN	DUS26_HUMAN Dual specificity protein phosphatase 26	DUSP26	Homo sapiens
Q9BV57	MTND_HUMAN	MTND_HUMAN 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	ADI1	Homo sapiens
Q9BV68	RN126_HUMAN	RN126_HUMAN E3 ubiquitin-protein ligase RNF126	RNF126	Homo sapiens
Q9BV73	CP250_HUMAN	CP250_HUMAN Centrosome-associated protein CEP250	CEP250	Homo sapiens
Q9BV79	MECR_HUMAN	MECR_HUMAN Enoyl-[acyl-carrier-protein] reductase, mitochondrial	MECR	Homo sapiens
Q9BV81	EMC6_HUMAN	EMC6_HUMAN ER membrane protein complex subunit 6	EMC6	Homo sapiens
Q9BV86	NTM1A_HUMAN	NTM1A_HUMAN N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTMT1	Homo sapiens
Q9BV87	CNPD1_HUMAN	CNPD1_HUMAN Protein CNPPD1	CNPPD1	Homo sapiens
Q9BV90	SNR25_HUMAN	SNR25_HUMAN U11/U12 small nuclear ribonucleoprotein 25 kDa protein	SNRNP25	Homo sapiens
Q9BV94	EDEM2_HUMAN	EDEM2_HUMAN ER degradation-enhancing alpha-mannosidase-like protein 2	EDEM2	Homo sapiens
Q9BV97	ZN747_HUMAN	ZN747_HUMAN KRAB domain-containing protein ZNF747	ZNF747	Homo sapiens
Q9BV99	LRC61_HUMAN	LRC61_HUMAN Leucine-rich repeat-containing protein 61	LRRC61	Homo sapiens
Q9BVA0	KTNB1_HUMAN	KTNB1_HUMAN Katanin p80 WD40 repeat-containing subunit B1	KATNB1	Homo sapiens
Q9BVA1	TBB2B_HUMAN	TBB2B_HUMAN Tubulin beta-2B chain	TUBB2B	Homo sapiens
Q9BVA6	FICD_HUMAN	FICD_HUMAN Protein adenylyltransferase FICD	FICD	Homo sapiens
Q9BVC3	DCC1_HUMAN	DCC1_HUMAN Sister chromatid cohesion protein DCC1	DSCC1	Homo sapiens
Q9BVC4	LST8_HUMAN	LST8_HUMAN Target of rapamycin complex subunit LST8	MLST8	Homo sapiens
Q9BVC5	ASHWN_HUMAN	ASHWN_HUMAN Ashwin	C2orf49	Homo sapiens
Q9BVC6	TM109_HUMAN	TM109_HUMAN Transmembrane protein 109	TMEM109	Homo sapiens
Q9BVG3	TRI62_HUMAN	TRI62_HUMAN E3 ubiquitin-protein ligase TRIM62	TRIM62	Homo sapiens
